yAxis	xAxis
4111	15.2
4112	14.2
4113	15.0
4114	15.8
4115	15.0
4116	15.6
4117	16.1
4118	15.0
4119	14.3
4120	13.8
4121	14.6
4122	13.8
4123	13.8
4124	14.0
4125	13.1
4126	12.1
4127	11.9
4128	12.7
4129	12.5
4130	12.3
4131	12.6
4132	12.6
4133	12.4
4134	12.7
4135	13.1
4136	13.8
4137	14.3
4138	14.8
4139	15.6
4140	15.6
4141	16.2
4142	15.4
4143	15.6
4144	14.8
4145	13.8
4146	13.8
4147	13.5
4148	13.6
4149	13.4
4150	13.2
4151	13.1
4152	13.5
4153	12.8
4154	12.4
4155	12.2
4156	11.7
4157	11.4
4158	12.1
4159	12.7
4160	12.7
4161	13.2
4162	13.3
4163	13.8
4164	14.1
4165	15.1
4166	15.3
4167	15.8
4168	14.8
4169	14.8
4170	14.0
4171	13.2
4172	13.6
4173	13.3
4174	13.2
4175	13.2
4176	13.2
4177	12.8
4178	12.7
4179	12.6
4180	13.1
4181	13.7
4182	14.8
4183	15.7
4184	14.3
4185	15.0
4186	14.2
4187	14.0
4188	14.2
4189	14.4
4190	14.7
4191	14.3
4192	14.1
4193	13.8
4194	13.7
4195	13.3
4196	13.1
4197	12.8
4198	12.6
4199	12.6
4200	12.5
4201	12.5
4202	12.1
4203	12.4
4204	12.1
4205	11.8
4206	11.7
4207	12.5
4208	12.7
4209	13.1
4210	13.7
4211	14.3
4212	15.1
4213	16.2
4214	16.6
4215	16.5
4216	16.2
4217	15.9
4218	16.2
4219	15.0
4220	14.3
4221	13.6
4222	13.1
4223	12.5
4224	11.8
4225	11.7
4226	11.6
4227	11.0
4228	10.4
4229	10.8
4230	11.8
4231	13.5
4232	14.2
4233	15.5
4234	16.2
4235	17.6
4236	18.6
4237	18.8
4238	17.5
4239	18.2
4240	18.6
4241	18.9
4242	18.7
4243	17.7
4244	17.3
4245	17.1
4246	16.3
4247	15.3
4248	14.3
4249	13.6
4250	13.3
4251	12.6
4252	13.2
4253	14.0
4254	14.7
4255	14.3
4256	14.9
4257	15.3
4258	16.1
4259	16.1
4260	16.8
4261	16.7
4262	17.2
4263	17.1
4264	17.2
4265	16.8
4266	17.0
4267	17.2
4268	16.9
4269	16.5
4270	16.2
4271	16.3
4272	16.0
4273	15.4
4274	15.0
4275	15.3
4276	15.5
4277	16.0
4278	15.5
4279	17.6
4280	16.4
4281	17.3
4282	17.5
4283	17.3
4284	17.5
4285	17.7
4286	17.6
4287	17.3
4288	17.5
4289	18.0
4290	18.4
4291	17.9
4292	17.1
4293	17.7
4294	16.5
4295	15.3
4296	14.5
4297	14.5
4298	14.2
4299	13.7
4300	14.1
4301	14.2
4302	14.7
4303	15.3
4304	15.4
4305	16.5
4306	17.0
4307	17.1
4308	17.1
4309	17.2
4310	17.1
4311	17.3
4312	18.7
4313	18.4
4314	17.3
4315	17.4
4316	17.0
4317	16.7
4318	16.6
4319	16.1
4320	16.0
4321	16.1
4322	15.7
4323	15.6
4324	15.3
4325	15.3
4326	15.4
4327	15.4
4328	16.8
4329	19.9
4330	18.9
4331	21.6
4332	20.6
4333	22.2
4334	22.3
4335	23.4
4336	21.7
4337	21.6
4338	20.9
4339	18.9
4340	17.7
4341	16.3
4342	16.5
4343	15.4
4344	15.3
4345	14.8
4346	14.7
4347	15.0
4348	16.7
4349	16.2
4350	17.8
4351	17.5
4352	18.0
4353	20.6
4354	18.6
4355	18.3
4356	18.2
4357	17.6
4358	17.7
4359	18.1
4360	18.6
4361	18.6
4362	19.5
4363	19.0
4364	17.9
4365	17.6
4366	17.3
4367	17.7
4368	17.3
4369	16.9
4370	16.5
4371	16.1
4372	16.5
4373	16.5
4374	16.7
4375	17.5
4376	18.6
4377	18.9
4378	19.5
4379	19.7
4380	19.5
4381	19.5
4382	19.5
4383	19.4
4384	19.3
4385	19.0
4386	18.4
4387	18.6
4388	18.9
4389	17.7
4390	17.2
4391	16.1
4392	15.7
4393	15.8
4394	15.3
4395	16.2
4396	16.6
4397	17.8
4398	19.2
4399	18.3
4400	18.6
4401	19.0
4402	19.5
4403	19.2
4404	19.2
4405	19.2
4406	19.4
4407	20.2
4408	21.3
4409	21.1
4410	20.6
4411	21.6
4412	19.7
4413	19.2
4414	19.0
4415	19.0
4416	17.2
4417	17.2
4418	16.1
4419	16.4
4420	16.8
4421	18.7
4422	19.3
4423	19.7
4424	20.5
4425	20.6
4426	22.7
4427	23.4
4428	23.6
4429	21.5
4430	21.3
4431	21.0
4432	21.2
4433	23.0
4434	21.2
4435	20.6
4436	21.4
4437	21.1
4438	20.6
4439	20.1
4440	20.1
4441	20.4
4442	20.5
4443	20.1
4444	20.6
4445	19.6
4446	20.2
4447	20.0
4448	20.6
4449	21.7
4450	25.1
4451	27.8
4452	27.4
4453	27.1
4454	25.8
4455	26.6
4456	25.2
4457	24.9
4458	24.5
4459	23.9
4460	22.3
4461	21.0
4462	20.6
4463	20.5
4464	20.9
4465	21.0
4466	19.5
4467	20.1
4468	19.9
4469	20.5
4470	20.6
4471	20.5
4472	20.0
4473	20.2
4474	19.7
4475	20.0
4476	20.1
4477	22.1
4478	21.5
4479	20.0
4480	19.9
4481	19.5
4482	19.2
4483	18.7
4484	17.9
4485	17.6
4486	17.3
4487	16.7
4488	16.1
4489	16.0
4490	15.8
4491	15.6
4492	15.5
4493	15.4
4494	16.2
4495	17.2
4496	17.9
4497	18.2
4498	18.8
4499	19.4
4500	20.0
4501	20.5
4502	21.0
4503	20.7
4504	20.5
4505	20.5
4506	20.1
4507	19.0
4508	17.5
4509	17.3
4510	16.5
4511	16.3
4512	16.1
4513	15.8
4514	15.6
4515	14.8
4516	15.3
4517	15.3
4518	15.9
4519	17.4
4520	17.6
4521	17.2
4522	19.1
4523	20.0
4524	20.1
4525	20.2
4526	20.0
4527	19.5
4528	19.4
4529	17.0
4530	17.6
4531	17.3
4532	17.2
4533	17.0
4534	16.5
4535	16.4
4536	16.2
4537	16.0
4538	16.0
4539	15.8
4540	14.5
4541	14.2
4542	13.8
4543	14.3
4544	14.7
4545	15.1
4546	15.3
4547	15.8
4548	15.8
4549	15.8
4550	15.1
4551	14.5
4552	14.2
4553	13.7
4554	14.7
4555	14.2
4556	14.2
4557	14.0
4558	14.8
4559	14.9
4560	14.5
4561	14.3
4562	14.2
4563	13.5
4564	13.5
4565	13.4
4566	13.3
4567	13.7
4568	14.4
4569	14.0
4570	15.3
4571	15.3
4572	15.3
4573	15.1
4574	15.6
4575	16.0
4576	16.1
4577	16.0
4578	16.0
4579	15.6
4580	15.4
4581	15.5
4582	15.0
4583	14.6
4584	13.8
4585	13.4
4586	12.7
4587	12.3
4588	12.8
4589	13.3
4590	14.0
4591	15.6
4592	16.5
4593	17.0
4594	17.7
4595	17.9
4596	17.7
4597	17.6
4598	18.9
4599	17.5
4600	17.6
4601	17.6
4602	17.7
4603	17.5
4604	17.2
4605	17.0
4606	16.6
4607	16.1
4608	17.2
4609	17.2
4610	16.6
4611	16.1
4612	16.1
4613	16.5
4614	16.1
4615	16.3
4616	17.1
4617	17.2
4618	17.1
4619	19.2
4620	18.9
4621	20.4
4622	19.0
4623	18.4
4624	19.5
4625	19.0
4626	18.2
4627	17.6
4628	17.5
4629	17.2
4630	16.0
4631	15.8
4632	16.2
4633	16.0
4634	15.5
4635	15.6
4636	15.9
4637	15.6
4638	16.0
4639	17.2
4640	18.3
4641	19.7
4642	20.3
4643	18.6
4644	15.3
4645	16.7
4646	16.1
4647	17.0
4648	17.5
4649	17.6
4650	17.2
4651	17.2
4652	15.9
4653	15.6
4654	15.3
4655	15.9
4656	15.8
4657	15.7
4658	15.5
4659	15.3
4660	15.1
4661	15.2
4662	14.3
4663	14.2
4664	14.2
4665	15.1
4666	16.3
4667	17.9
4668	18.7
4669	17.8
4670	17.9
4671	17.0
4672	17.0
4673	18.2
4674	17.5
4675	17.2
4676	17.0
4677	17.0
4678	15.7
4679	15.0
4680	14.8
4681	14.7
4682	14.0
4683	13.3
4684	13.5
4685	14.2
4686	15.1
4687	16.6
4688	16.5
4689	17.0
4690	18.1
4691	19.0
4692	18.0
4693	18.1
4694	19.2
4695	20.6
4696	19.7
4697	19.2
4698	19.7
4699	18.2
4700	17.3
4701	16.1
4702	15.5
4703	14.5
4704	14.0
4705	13.6
4706	13.2
4707	12.3
4708	12.3
4709	12.5
4710	13.7
4711	15.6
4712	16.7
4713	17.5
4714	17.8
4715	21.1
4716	20.3
4717	20.2
4718	21.0
4719	21.6
4720	20.6
4721	19.9
4722	19.8
4723	18.8
4724	17.7
4725	16.6
4726	15.5
4727	14.6
4728	13.8
4729	13.4
4730	12.9
4731	12.5
4732	12.9
4733	13.3
4734	14.4
4735	15.7
4736	16.3
4737	16.7
4738	17.6
4739	20.1
4740	18.8
4741	19.2
4742	18.7
4743	18.9
4744	19.1
4745	18.6
4746	18.4
4747	16.7
4748	15.3
4749	15.3
4750	15.0
4751	14.8
4752	15.1
4753	15.3
4754	15.3
4755	15.2
4756	15.3
4757	15.6
4758	16.7
4759	15.8
4760	15.9
4761	16.1
4762	16.7
4763	17.2
4764	17.6
4765	18.6
4766	19.7
4767	19.5
4768	22.0
4769	21.2
4770	20.7
4771	19.7
4772	19.2
4773	17.9
4774	17.1
4775	16.3
4776	15.8
4777	14.8
4778	14.3
4779	13.8
4780	13.3
4781	13.2
4782	14.0
4783	14.7
4784	15.8
4785	16.8
4786	17.6
4787	17.7
4788	17.0
4789	16.7
4790	16.6
4791	16.4
4792	16.2
4793	16.1
4794	15.8
4795	15.1
4796	15.0
4797	14.6
4798	14.2
4799	14.3
4800	14.4
4801	14.6
4802	14.5
4803	14.2
4804	14.0
4805	14.1
4806	14.3
4807	15.2
4808	16.7
4809	16.8
4810	15.6
4811	16.8
4812	19.7
4813	18.9
4814	19.3
4815	20.9
4816	20.5
4817	19.2
4818	18.8
4819	19.0
4820	18.0
4821	17.2
4822	16.2
4823	15.3
4824	14.7
4825	14.0
4826	13.7
4827	14.0
4828	14.3
4829	14.3
4830	15.3
4831	16.2
4832	16.5
4833	16.7
4834	16.7
4835	16.1
4836	16.8
4837	17.6
4838	16.3
4839	16.1
4840	16.2
4841	17.4
4842	19.7
4843	19.4
4844	18.4
4845	17.5
4846	17.2
4847	16.6
4848	16.3
4849	15.6
4850	15.3
4851	14.9
4852	15.0
4853	15.6
4854	15.8
4855	16.2
4856	17.1
4857	17.9
4858	18.4
4859	18.6
4860	18.5
4861	19.9
4862	19.9
4863	19.3
4864	18.8
4865	19.2
4866	18.8
4867	18.4
4868	18.4
4869	18.1
4870	17.8
4871	16.7
4872	16.6
4873	17.0
4874	16.6
4875	16.5
4876	16.7
4877	16.6
4878	17.2
4879	17.6
4880	18.1
4881	19.2
4882	18.7
4883	18.7
4884	18.8
4885	19.0
4886	19.6
4887	19.4
4888	19.3
4889	19.0
4890	18.2
4891	17.2
4892	16.7
4893	16.3
4894	15.5
4895	15.0
4896	14.3
4897	13.9
4898	13.4
4899	13.3
4900	13.2
4901	13.8
4902	14.4
4903	15.6
4904	16.5
4905	17.5
4906	19.1
4907	17.8
4908	18.1
4909	18.3
4910	17.8
4911	17.0
4912	17.5
4913	16.5
4914	17.1
4915	17.0
4916	15.5
4917	15.6
4918	15.8
4919	15.3
4920	13.6
4921	13.2
4922	12.6
4923	12.7
4924	12.8
4925	13.6
4926	15.8
4927	17.2
4928	17.2
4929	16.1
4930	15.3
4931	14.3
4932	15.3
4933	16.3
4934	16.7
4935	17.1
4936	17.6
4937	18.9
4938	18.1
4939	18.5
4940	18.1
4941	17.5
4942	17.6
4943	17.5
4944	17.1
4945	16.8
4946	16.5
4947	16.2
4948	15.0
4949	16.1
4950	14.2
4951	15.2
4952	15.6
4953	15.3
4954	16.9
4955	16.5
4956	16.1
4957	16.3
4958	16.6
4959	16.3
4960	16.3
4961	16.2
4962	16.1
4963	15.8
4964	15.5
4965	15.0
4966	14.1
4967	13.7
4968	13.7
4969	13.2
4970	13.3
4971	13.1
4972	12.8
4973	13.4
4974	13.8
4975	14.3
4976	14.7
4977	15.1
4978	15.5
4979	16.1
4980	16.5
4981	16.5
4982	16.2
4983	15.9
4984	15.9
4985	15.4
4986	15.1
4987	15.0
4988	15.5
4989	15.3
4990	15.0
4991	14.1
4992	13.9
4993	14.3
4994	14.4
4995	14.5
4996	14.7
4997	14.9
4998	15.3
4999	15.5
5000	15.6
5001	16.2
5002	16.6
5003	16.0
5004	15.8
5005	16.6
5006	16.7
5007	17.1
5008	16.7
5009	16.6
5010	16.2
5011	15.6
5012	15.2
5013	14.9
5014	15.3
5015	15.8
5016	15.7
5017	15.9
5018	15.6
5019	15.3
5020	15.0
5021	15.1
5022	15.3
5023	15.3
5024	15.7
5025	15.8
5026	15.8
5027	16.6
5028	16.5
5029	16.7
5030	16.5
5031	16.6
5032	15.9
5033	16.4
5034	15.6
5035	15.4
5036	15.3
5037	15.0
5038	14.3
5039	13.8
5040	13.3
5041	13.2
5042	13.1
5043	12.8
5044	12.9
5045	12.8
5046	13.3
5047	13.8
5048	14.2
5049	14.8
5050	15.4
5051	15.1
5052	15.3
5053	16.0
5054	16.2
5055	15.0
5056	15.6
5057	16.1
5058	16.1
5059	16.2
5060	16.2
5061	16.1
5062	15.3
5063	15.3
5064	15.5
5065	15.0
5066	15.1
5067	14.8
5068	14.9
5069	15.6
5070	16.7
5071	17.5
5072	16.9
5073	17.7
5074	17.6
5075	17.3
5076	16.7
5077	17.1
5078	17.1
5079	17.5
5080	17.7
5081	17.2
5082	16.8
5083	16.3
5084	15.5
5085	14.9
5086	14.0
5087	13.7
5088	13.5
5089	13.2
5090	13.1
5091	12.7
5092	12.7
5093	12.6
5094	13.4
5095	14.3
5096	15.4
5097	15.8
5098	15.8
5099	16.3
5100	16.2
5101	16.4
5102	16.1
5103	16.2
5104	16.5
5105	17.1
5106	16.7
5107	16.1
5108	15.8
5109	15.3
5110	14.9
5111	14.3
5112	14.2
5113	14.3
5114	12.8
5115	13.1
5116	13.3
5117	13.9
5118	14.3
5119	14.0
5120	14.7
5121	15.1
5122	16.5
5123	17.4
5124	18.4
5125	18.7
5126	18.6
5127	18.6
5128	18.6
5129	19.4
5130	18.9
5131	17.8
5132	17.0
5133	17.2
5134	17.1
5135	16.7
5136	16.6
5137	16.1
5138	15.8
5139	15.0
5140	15.4
5141	15.8
5142	15.6
5143	16.1
5144	17.2
5145	17.6
5146	17.8
5147	18.6
5148	19.5
5149	19.2
5150	19.2
5151	19.2
5152	18.8
5153	18.5
5154	17.9
5155	16.7
5156	15.5
5157	15.3
5158	14.5
5159	14.3
5160	14.6
5161	14.2
5162	14.3
5163	14.3
5164	14.8
5165	15.6
5166	17.0
5167	19.0
5168	19.5
5169	20.4
5170	20.6
5171	21.0
5172	20.8
5173	20.7
5174	21.1
5175	20.6
5176	19.8
5177	19.2
5178	18.3
5179	17.3
5180	17.1
5181	17.5
5182	18.2
5183	19.0
5184	20.4
5185	20.6
5186	20.1
5187	16.6
5188	17.0
5189	17.2
5190	17.9
5191	18.1
5192	19.5
5193	18.9
5194	19.2
5195	21.5
5196	22.0
5197	21.3
5198	22.6
5199	23.4
5200	20.5
5201	20.4
5202	20.6
5203	19.7
5204	19.2
5205	19.5
5206	18.8
5207	17.9
5208	17.2
5209	16.6
5210	16.1
5211	15.2
5212	15.6
5213	15.8
5214	16.6
5215	17.4
5216	18.1
5217	18.4
5218	19.5
5219	20.1
5220	20.1
5221	23.0
5222	22.1
5223	19.9
5224	19.3
5225	19.2
5226	20.4
5227	19.0
5228	17.8
5229	16.7
5230	17.0
5231	16.5
5232	15.5
5233	14.5
5234	14.3
5235	14.0
5236	15.3
5237	16.7
5238	18.4
5239	19.6
5240	20.7
5241	21.9
5242	22.6
5243	23.1
5244	21.9
5245	22.1
5246	22.8
5247	20.5
5248	20.6
5249	23.0
5250	20.5
5251	20.1
5252	19.9
5253	20.5
5254	19.9
5255	19.5
5256	19.6
5257	19.4
5258	19.3
5259	19.5
5260	18.9
5261	19.0
5262	18.7
5263	18.9
5264	19.7
5265	19.5
5266	19.5
5267	19.8
5268	21.6
5269	22.6
5270	20.6
5271	21.4
5272	22.1
5273	21.0
5274	20.0
5275	20.8
5276	20.0
5277	20.5
5278	19.5
5279	19.0
5280	18.2
5281	17.7
5282	17.3
5283	16.7
5284	16.2
5285	15.8
5286	15.3
5287	15.3
5288	16.2
5289	18.6
5290	18.3
5291	20.1
5292	20.5
5293	19.2
5294	19.9
5295	20.4
5296	20.8
5297	20.7
5298	22.3
5299	20.8
5300	19.2
5301	18.1
5302	17.5
5303	17.2
5304	17.5
5305	16.7
5306	16.5
5307	15.9
5308	16.1
5309	16.7
5310	17.9
5311	19.7
5312	21.0
5313	21.4
5314	22.4
5315	20.6
5316	21.1
5317	21.6
5318	20.6
5319	20.4
5320	21.5
5321	20.8
5322	20.2
5323	18.8
5324	17.2
5325	16.8
5326	16.2
5327	16.2
5328	15.8
5329	16.1
5330	15.8
5331	16.1
5332	15.3
5333	16.6
5334	17.8
5335	19.4
5336	20.7
5337	20.6
5338	21.0
5339	21.5
5340	22.5
5341	23.0
5342	24.2
5343	22.0
5344	21.9
5345	22.6
5346	20.9
5347	19.5
5348	18.9
5349	18.7
5350	18.6
5351	18.2
5352	17.9
5353	18.0
5354	18.3
5355	18.0
5356	18.1
5357	18.2
5358	18.1
5359	18.2
5360	18.6
5361	19.4
5362	19.7
5363	20.6
5364	20.8
5365	20.1
5366	20.2
5367	20.5
5368	20.6
5369	20.5
5370	21.9
5371	21.1
5372	19.9
5373	19.2
5374	17.7
5375	17.3
5376	16.8
5377	16.4
5378	16.2
5379	16.2
5380	15.8
5381	16.0
5382	16.1
5383	17.1
5384	17.6
5385	18.7
5386	18.1
5387	17.8
5388	18.0
5389	18.1
5390	18.1
5391	18.3
5392	19.7
5393	18.3
5394	17.6
5395	16.7
5396	15.3
5397	14.8
5398	14.5
5399	14.3
5400	14.2
5401	13.8
5402	13.7
5403	13.6
5404	14.5
5405	15.7
5406	17.6
5407	18.1
5408	18.3
5409	18.9
5410	19.4
5411	19.2
5412	20.0
5413	19.9
5414	19.8
5415	19.6
5416	18.7
5417	17.9
5418	17.6
5419	16.5
5420	15.3
5421	14.9
5422	15.1
5423	15.8
5424	15.5
5425	16.3
5426	17.0
5427	17.2
5428	17.5
5429	18.1
5430	18.9
5431	19.8
5432	20.6
5433	21.0
5434	21.4
5435	21.8
5436	21.6
5437	22.2
5438	22.1
5439	22.0
5440	21.7
5441	20.8
5442	19.8
5443	18.8
5444	18.2
5445	18.0
5446	17.7
5447	17.5
5448	17.6
5449	17.6
5450	17.5
5451	17.5
5452	17.6
5453	18.3
5454	19.2
5455	19.9
5456	20.9
5457	22.1
5458	22.3
5459	22.8
5460	22.6
5461	22.2
5462	22.0
5463	22.1
5464	20.9
5465	20.1
5466	19.2
5467	18.4
5468	18.2
5469	18.2
5470	18.2
5471	17.9
5472	17.7
5473	17.6
5474	17.5
5475	17.5
5476	17.3
5477	17.9
5478	18.4
5479	18.6
5480	18.9
5481	19.0
5482	19.2
5483	19.5
5484	19.3
5485	19.7
5486	18.8
5487	18.6
5488	18.4
5489	17.8
5490	17.4
5491	17.0
5492	16.7
5493	16.5
5494	16.6
5495	17.0
5496	17.2
5497	17.2
5498	16.9
5499	16.5
5500	16.7
5501	17.0
5502	17.5
5503	17.6
5504	17.9
5505	18.2
5506	18.6
5507	18.9
5508	18.8
5509	19.4
5510	19.6
5511	19.5
5512	19.4
5513	19.2
5514	18.3
5515	17.7
5516	17.0
5517	16.8
5518	16.7
5519	16.5
5520	16.7
5521	16.6
5522	16.3
5523	15.9
5524	15.5
5525	16.2
5526	17.8
5527	18.9
5528	19.4
5529	19.5
5530	19.4
5531	18.9
5532	18.6
5533	19.2
5534	19.2
5535	19.0
5536	18.6
5537	18.3
5538	17.5
5539	16.5
5540	15.1
5541	14.7
5542	14.7
5543	14.8
5544	14.9
5545	15.3
5546	15.2
5547	15.3
5548	15.3
5549	16.0
5550	18.1
5551	19.7
5552	21.1
5553	21.2
5554	20.6
5555	20.9
5556	20.6
5557	20.8
5558	20.2
5559	20.0
5560	19.5
5561	18.9
5562	17.9
5563	16.5
5564	15.8
5565	15.1
5566	14.8
5567	14.3
5568	14.4
5569	14.0
5570	14.0
5571	13.2
5572	13.6
5573	14.3
5574	16.8
5575	18.7
5576	19.5
5577	20.8
5578	21.4
5579	20.9
5580	21.1
5581	21.3
5582	21.9
5583	21.2
5584	20.6
5585	19.7
5586	19.0
5587	17.5
5588	16.4
5589	16.1
5590	15.9
5591	15.8
5592	15.1
5593	14.3
5594	14.1
5595	14.0
5596	14.3
5597	15.0
5598	15.3
5599	15.8
5600	16.2
5601	16.9
5602	21.2
5603	21.6
5604	21.4
5605	21.4
5606	21.1
5607	21.3
5608	20.6
5609	19.9
5610	18.7
5611	17.9
5612	16.7
5613	15.8
5614	15.6
5615	15.3
5616	14.9
5617	15.5
5618	15.1
5619	15.3
5620	15.9
5621	16.3
5622	16.9
5623	19.0
5624	19.7
5625	20.5
5626	20.8
5627	21.5
5628	22.1
5629	22.0
5630	22.1
5631	22.0
5632	21.7
5633	20.8
5634	19.7
5635	18.9
5636	18.8
5637	18.7
5638	18.8
5639	18.7
5640	18.8
5641	18.7
5642	18.6
5643	18.4
5644	18.7
5645	19.0
5646	19.4
5647	19.5
5648	20.7
5649	22.1
5650	21.9
5651	22.1
5652	22.5
5653	23.4
5654	21.6
5655	21.1
5656	21.6
5657	21.3
5658	21.4
5659	21.4
5660	20.1
5661	19.7
5662	19.7
5663	19.8
5664	19.3
5665	18.9
5666	18.5
5667	18.4
5668	18.4
5669	19.4
5670	20.4
5671	21.1
5672	20.9
5673	21.1
5674	21.8
5675	19.4
5676	19.2
5677	18.1
5678	18.1
5679	18.6
5680	19.0
5681	19.1
5682	18.8
5683	18.5
5684	18.0
5685	17.6
5686	17.2
5687	16.8
5688	16.7
5689	16.3
5690	16.4
5691	16.6
5692	17.2
5693	17.2
5694	16.7
5695	17.2
5696	18.1
5697	18.2
5698	18.2
5699	18.4
5700	18.3
5701	17.9
5702	17.8
5703	18.1
5704	18.2
5705	18.3
5706	18.3
5707	18.2
5708	16.8
5709	16.7
5710	16.2
5711	16.5
5712	17.0
5713	17.3
5714	17.8
5715	18.0
5716	18.3
5717	19.2
5718	20.7
5719	23.1
5720	23.3
5721	22.3
5722	20.0
5723	19.2
5724	19.0
5725	18.8
5726	18.7
5727	18.6
5728	18.5
5729	18.8
5730	18.9
5731	18.6
5732	18.2
5733	16.5
5734	15.3
5735	15.0
5736	14.6
5737	14.6
5738	14.7
5739	14.4
5740	14.8
5741	15.3
5742	16.0
5743	18.0
5744	19.0
5745	19.0
5746	19.9
5747	20.1
5748	20.1
5749	20.3
5750	20.1
5751	20.0
5752	19.2
5753	18.4
5754	17.6
5755	17.2
5756	16.2
5757	15.6
5758	14.9
5759	14.8
5760	14.3
5761	14.2
5762	14.3
5763	14.5
5764	14.7
5765	15.9
5766	17.1
5767	18.5
5768	19.7
5769	19.1
5770	20.1
5771	20.2
5772	20.1
5773	20.5
5774	20.7
5775	20.3
5776	19.7
5777	18.8
5778	17.9
5779	17.6
5780	16.8
5781	16.7
5782	16.7
5783	16.1
5784	16.2
5785	16.4
5786	16.1
5787	16.1
5788	16.2
5789	16.1
5790	16.3
5791	16.6
5792	16.8
5793	17.6
5794	17.9
5795	18.2
5796	18.4
5797	18.3
5798	18.3
5799	18.3
5800	18.1
5801	17.8
5802	17.6
5803	17.2
5804	17.8
5805	17.6
5806	17.2
5807	17.0
5808	16.8
5809	16.0
5810	15.8
5811	16.2
5812	16.4
5813	16.7
5814	17.5
5815	17.9
5816	18.1
5817	19.8
5818	19.5
5819	19.2
5820	18.1
5821	17.7
5822	17.3
5823	17.2
5824	16.5
5825	16.1
5826	15.8
5827	15.8
5828	15.8
5829	16.5
5830	16.8
5831	17.2
5832	17.5
5833	17.4
5834	16.9
5835	16.5
5836	17.1
5837	17.6
5838	18.4
5839	19.7
5840	20.1
5841	20.5
5842	20.6
5843	20.6
5844	19.7
5845	18.9
5846	18.6
5847	18.4
5848	18.2
5849	18.1
5850	18.1
5851	17.5
5852	17.7
5853	18.3
5854	17.8
5855	17.7
5856	17.6
5857	17.3
5858	16.7
5859	16.2
5860	15.8
5861	15.9
5862	16.6
5863	16.7
5864	18.1
5865	18.5
5866	18.9
5867	19.2
5868	19.7
5869	19.7
5870	19.4
5871	18.9
5872	18.3
5873	17.5
5874	17.0
5875	16.7
5876	16.4
5877	15.7
5878	15.6
5879	15.3
5880	14.9
5881	14.7
5882	14.3
5883	14.3
5884	14.9
5885	15.0
5886	15.5
5887	16.4
5888	16.9
5889	17.0
5890	17.5
5891	17.3
5892	17.5
5893	17.6
5894	17.5
5895	17.5
5896	16.7
5897	15.5
5898	14.5
5899	14.2
5900	15.1
5901	14.2
5902	14.3
5903	14.0
5904	13.2
5905	13.6
5906	13.2
5907	13.8
5908	14.7
5909	14.8
5910	16.5
5911	17.1
5912	15.4
5913	15.9
5914	16.2
5915	16.7
5916	16.8
5917	17.2
5918	17.1
5919	17.0
5920	16.5
5921	15.9
5922	15.3
5923	14.7
5924	14.5
5925	14.3
5926	14.3
5927	14.1
5928	14.5
5929	13.3
5930	12.3
5931	12.5
5932	12.7
5933	13.8
5934	16.1
5935	16.2
5936	16.1
5937	13.8
5938	13.4
5939	13.3
5940	14.9
5941	15.4
5942	15.3
5943	14.8
5944	14.2
5945	14.0
5946	12.5
5947	12.1
5948	10.5
5949	10.6
5950	10.7
5951	10.6
5952	10.6
5953	10.6
5954	10.4
5955	10.6
5956	10.4
5957	11.4
5958	12.6
5959	12.5
5960	13.0
5961	14.5
5962	14.9
5963	12.9
5964	13.1
5965	13.0
5966	12.7
5967	14.0
5968	13.4
5969	12.8
5970	13.2
5971	13.4
5972	13.5
5973	13.1
5974	12.3
5975	12.1
5976	12.4
5977	12.5
5978	11.8
5979	11.2
5980	10.8
5981	11.8
5982	12.6
5983	13.6
5984	14.8
5985	15.4
5986	15.9
5987	15.8
5988	16.8
5989	17.2
5990	17.3
5991	16.8
5992	15.8
5993	14.8
5994	14.2
5995	13.6
5996	13.6
5997	12.8
5998	12.8
5999	12.9
6000	12.5
6001	12.1
6002	11.8
6003	11.5
6004	11.7
6005	12.3
6006	12.7
6007	13.4
6008	13.8
6009	14.0
6010	15.3
6011	15.3
6012	15.3
6013	15.4
6014	15.3
6015	15.0
6016	13.8
6017	13.8
6018	14.3
6019	14.3
6020	13.2
6021	13.1
6022	12.6
6023	12.4
6024	12.1
6025	11.4
6026	10.6
6027	10.3
6028	10.4
6029	10.9
6030	11.8
6031	12.0
6032	13.1
6033	14.2
6034	14.3
6035	14.8
6036	14.8
6037	14.8
6038	14.7
6039	14.5
6040	13.3
6041	12.8
6042	12.2
6043	11.8
6044	11.8
6045	10.9
6046	11.5
6047	11.0
6048	10.9
6049	10.8
6050	11.7
6051	12.1
6052	12.1
6053	12.6
6054	13.2
6055	14.0
6056	14.5
6057	16.7
6058	17.1
6059	17.0
6060	16.7
6061	16.6
6062	16.2
6063	15.4
6064	14.8
6065	13.8
6066	13.7
6067	13.1
6068	12.8
6069	12.9
6070	13.4
6071	13.7
6072	13.8
6073	13.6
6074	13.3
6075	13.7
6076	14.7
6077	17.0
6078	17.8
6079	18.2
6080	18.3
6081	18.1
6082	18.4
6083	18.2
6084	17.6
6085	17.0
6086	16.6
6087	15.8
6088	15.1
6089	15.3
6090	15.7
6091	15.9
6092	15.9
6093	15.4
6094	16.0
6095	16.0
6096	16.0
6097	15.9
6098	15.8
6099	15.8
6100	16.2
6101	16.3
6102	16.7
6103	16.5
6104	16.6
6105	16.6
6106	16.8
6107	16.1
6108	16.2
